PGCC	, 109783.296875, 38970.82421875, 109769.40625, 38971.87109375, 109756.40625, 38982.69921875, 109753.3125, 38990.84375, 109741.6875, 39002.7578125, 109737.0234375, 39011.1640625, 109737.0234375, 39011.1640625, 109734.3125, 39014.78515625, 109732.2734375, 39018.8671875, 109730.9921875, 39023.328125, 109730.546875, 39028.08203125, 109731.6875, 39035.6171875, 109734.875, 39042.24609375, 109734.875, 39042.24609375, 109734.875, 39042.25, 109734.875, 39042.25, 109734.875, 39042.25, 109738.8515625, 39046.83984375, 109743.8125, 39050.36328125, 109749.5625, 39052.625, 109755.890625, 39053.421875, 109763.1640625, 39052.36328125, 109769.609375, 39049.390625, 109769.609375, 39049.390625, 109769.609375, 39049.390625, 109769.609375, 39049.38671875, 109769.609375, 39049.38671875, 109774.28125, 39045.51171875, 109777.90625, 39040.63671875, 109777.90625, 39040.63671875, 109798.578125, 39018.81640625, 109802.9375, 39009.234375, 109803.015625, 38990.54296875, 109792.359375, 38974.63671875, 109783.296875, 38970.82421875
PGCC	, 59579.875, 44375.14453125, 59555.5703125, 44376.23828125, 59536.55859375, 44391.84375, 59531.609375, 44402.3984375, 59530.62109375, 44423.62109375, 59536.796875, 44441.56640625, 59544.09375, 44448.86328125, 59562.04296875, 44455.0390625, 59589.8125, 44454.4453125, 59606.76171875, 44442.71875, 59611.1171875, 44433.140625, 59611.65234375, 44417.24609375, 59611.65234375, 44417.24609375, 59611.7109375, 44415.51171875, 59611.1171875, 44410.02734375, 59609.41796875, 44404.9609375, 59606.7421875, 44400.43359375, 59603.21484375, 44396.578125, 59603.21484375, 44396.578125, 59592.04296875, 44383.55859375, 59579.875, 44375.14453125
PGCC	, 82730.1875, 85348.46875, 82720.03125, 85349.40625, 82708.046875, 85357.265625, 82700.4921875, 85365.90625, 82698.9375, 85371.390625, 82698.9375, 85378.890625, 82700.484375, 85384.3515625, 82703.5, 85388.546875, 82711.3984375, 85392.765625, 82721.859375, 85393.4765625, 82727.3359375, 85391.921875, 82731.3046875, 85389.1484375, 82738.078125, 85378.1953125, 82738.078125, 85378.1953125, 82739.9375, 85375.0859375, 82740.609375, 85371.390625, 82740.578125, 85370.578125, 82740.578125, 85370.578125, 82743.6328125, 85366.9609375, 82744.7734375, 85362.21875, 82744.0625, 85358.421875, 82739.125, 85351.5234375, 82730.1875, 85348.46875
PGCC	, 82705.1875, 85417.640625, 82700.859375, 85418.578125, 82694.0390625, 85425.40625, 82693.1015625, 85440.5625, 82695.484375, 85448.53125, 82704.6171875, 85458.53125, 82716.0234375, 85462.6484375, 82723.4140625, 85461.828125, 82728.953125, 85456.28125, 82730.609375, 85448.0625, 82729.6640625, 85435.3984375, 82722.125, 85423.6171875, 82718.6796875, 85421.078125, 82705.1875, 85417.640625
PGCC	, 82220.578125, 85529.3671875, 82212.2421875, 85532.5078125, 82202.53125, 85541.7578125, 82201.1328125, 85548.203125, 82201.21875, 85549.046875, 82201.21875, 85549.046875, 82201.1328125, 85550.6875, 82201.859375, 85555.3828125, 82201.859375, 85555.3828125, 82202.53125, 85562.0859375, 82212.265625, 85572.6015625, 82220.59375, 85575.71875, 82231.5390625, 85576.1171875, 82239.9375, 85573.6484375, 82247.890625, 85563.84375, 82250.3671875, 85556.65625, 82249.375, 85541.7734375, 82241.6484375, 85533.0, 82234.6015625, 85529.578125, 82220.578125, 85529.3671875
PGCC	, 77805.5390625, 88404.6484375, 77784.734375, 88404.8359375, 77773.640625, 88412.5078125, 77765.859375, 88427.8046875, 77765.421875, 88444.375, 77774.9375, 88458.7890625, 77787.6328125, 88462.8671875, 77787.6328125, 88462.8671875, 77791.1796875, 88468.1171875, 77796.0, 88472.203125, 77801.8203125, 88474.8515625, 77808.375, 88475.796875, 77814.984375, 88474.8359375, 77814.984375, 88474.8359375, 77815.0, 88474.8359375, 77815.0078125, 88474.828125, 77815.0078125, 88474.828125, 77819.1796875, 88473.1171875, 77822.890625, 88470.6640625, 77826.0546875, 88467.5625, 77828.578125, 88463.8984375, 77828.578125, 88463.8984375, 77834.9375, 88454.8984375, 77836.4140625, 88436.40625, 77832.0859375, 88424.5546875, 77816.046875, 88409.7421875, 77805.5390625, 88404.6484375
PGCC	, 77354.8515625, 88529.3671875, 77348.4921875, 88530.7265625, 77337.84375, 88536.046875, 77336.703125, 88537.234375, 77336.703125, 88537.234375, 77333.234375, 88539.625, 77330.5390625, 88542.84375, 77328.796875, 88546.7265625, 77328.171875, 88551.0859375, 77328.9921875, 88556.0703125, 77331.265625, 88560.375, 77331.265625, 88560.375, 77331.265625, 88560.3828125, 77329.4140625, 88568.453125, 77329.4140625, 88584.5859375, 77330.6328125, 88590.625, 77338.8828125, 88598.875, 77344.921875, 88600.09375, 77355.4140625, 88599.4921875, 77364.1796875, 88594.6953125, 77369.9453125, 88586.6015625, 77374.0859375, 88570.9375, 77373.484375, 88556.6953125, 77370.359375, 88548.7109375, 77369.140625, 88538.84375, 77360.890625, 88530.5859375, 77354.8515625, 88529.3671875
PGCC	, 77254.8515625, 88407.1796875, 77247.65625, 88411.8046875, 77238.359375, 88423.0859375, 77236.3515625, 88430.7265625, 77236.953125, 88447.4375, 77241.8828125, 88457.3359375, 77254.109375, 88468.4140625, 77260.546875, 88469.8125, 77271.9609375, 88468.4140625, 77280.71875, 88460.6875, 77284.140625, 88453.6328125, 77285.984375, 88430.7265625, 77284.5859375, 88424.28125, 77278.8125, 88414.0625, 77270.875, 88407.484375, 77254.8515625, 88407.1796875
PGCC	, 76860.4921875, 90999.1015625, 76853.2109375, 91000.3203125, 76844.953125, 91008.5703125, 76843.734375, 91014.609375, 76845.140625, 91021.0625, 76852.6640625, 91029.9296875, 76864.515625, 91047.8828125, 76870.125, 91052.2734375, 76876.8359375, 91054.5390625, 76891.5078125, 91054.9375, 76897.9609375, 91053.53125, 76907.9453125, 91044.5859375, 76911.375, 91037.53125, 76911.5703125, 91023.4453125, 76908.5546875, 91017.28125, 76903.2109375, 91012.0625, 76895.8046875, 91008.390625, 76890.1328125, 91007.96875, 76890.1328125, 91007.96875, 76887.7890625, 91007.7890625, 76882.5078125, 91008.7109375, 76878.0078125, 91011.2578125, 76878.0078125, 91011.2578125, 76866.9375, 91000.5, 76860.4921875, 90999.1015625
PGCC	, 76843.078125, 91047.8828125, 76838.2109375, 91049.0859375, 76830.359375, 91056.3125, 76825.875, 91062.8359375, 76825.1640625, 91077.46875, 76825.984375, 91081.5234375, 76831.5234375, 91087.0625, 76841.4140625, 91087.8828125, 76845.7421875, 91086.9453125, 76849.1796875, 91084.3984375, 76856.109375, 91075.453125, 76860.1640625, 91062.46875, 76860.0, 91060.984375, 76860.0, 91060.984375, 76860.1640625, 91059.1328125, 76859.34375, 91055.078125, 76857.109375, 91051.765625, 76853.8046875, 91049.53125, 76849.75, 91048.7109375, 76848.765625, 91048.7578125, 76848.765625, 91048.7578125, 76843.078125, 91047.8828125
