PGCC	, 24097.33984375, 36823.32421875, 24082.03515625, 36824.0546875, 24072.181640625, 36833.91015625, 24070.7265625, 36844.08203125, 24072.9296875, 36856.62109375, 24077.013671875, 36865.0390625, 24084.169921875, 36872.30859375, 24095.16796875, 36875.92578125, 24116.939453125, 36875.4921875, 24123.935546875, 36872.30859375, 24132.505859375, 36859.9296875, 24132.169921875, 36853.81640625, 24132.169921875, 36853.81640625, 24132.9375, 36848.5234375, 24132.10546875, 36843.01953125, 24129.77734375, 36838.171875, 24126.203125, 36834.23828125, 24121.634765625, 36831.46484375, 24121.634765625, 36831.46484375, 24121.630859375, 36831.4609375, 24121.625, 36831.4609375, 24121.625, 36831.4609375, 24118.15234375, 36830.3828125, 24114.423828125, 36830.0078125, 24109.365234375, 36830.70703125, 24109.365234375, 36830.70703125, 24109.36328125, 36830.70703125, 24097.33984375, 36823.32421875
PGCC	, 26212.75390625, 35572.29296875, 26207.912109375, 35573.26953125, 26201.294921875, 35579.890625, 26200.318359375, 35586.71875, 26202.962890625, 35595.8984375, 26208.978515625, 35602.1328125, 26215.931640625, 35606.16015625, 26232.650390625, 35607.11328125, 26237.4921875, 35606.13671875, 26244.109375, 35599.51953125, 26244.189453125, 35596.33984375, 26244.189453125, 35596.33984375, 26245.0859375, 35591.6953125, 26244.41015625, 35587.640625, 26242.53515625, 35584.14453125, 26239.68359375, 35581.4375, 26236.083984375, 35579.73828125, 26236.083984375, 35579.73828125, 26231.576171875, 35574.37109375, 26224.69140625, 35572.29296875, 26212.75390625, 35572.29296875
PGCC	, 26195.83984375, 35527.5234375, 26183.28125, 35529.05078125, 26168.296875, 35535.421875, 26163.169921875, 35540.7265625, 26160.5234375, 35549.91015625, 26161.333984375, 35558.31640625, 26164.83984375, 35566.4609375, 26171.365234375, 35572.41796875, 26180.91796875, 35573.2890625, 26185.7578125, 35572.3125, 26192.376953125, 35565.6953125, 26193.197265625, 35560.3515625, 26193.201171875, 35560.3515625, 26193.201171875, 35560.3515625, 26198.0546875, 35559.21875, 26201.962890625, 35556.38671875, 26201.962890625, 35556.38671875, 26205.11328125, 35554.21484375, 26208.1484375, 35550.10546875, 26209.271484375, 35544.93359375, 26208.1484375, 35535.78515625, 26201.00390625, 35528.64453125, 26195.83984375, 35527.5234375
PGCC	, 31263.5078125, 33358.2578125, 31253.0859375, 33363.0, 31240.33203125, 33381.4375, 31240.1953125, 33399.296875, 31243.970703125, 33408.76953125, 31259.892578125, 33420.578125, 31290.212890625, 33427.58984375, 31294.6640625, 33427.6015625, 31294.6640625, 33427.6015625, 31300.333984375, 33428.18359375, 31305.8828125, 33427.625, 31305.8828125, 33427.625, 31305.888671875, 33427.625, 31305.89453125, 33427.62109375, 31305.89453125, 33427.62109375, 31312.2890625, 33425.46484375, 31317.87109375, 33421.88671875, 31322.42578125, 33417.109375, 31325.734375, 33411.34765625, 31325.734375, 33411.34765625, 31325.734375, 33411.34765625, 31325.734375, 33411.34765625, 31325.734375, 33411.34765625, 31327.33984375, 33406.171875, 31327.900390625, 33400.6171875, 31327.01171875, 33393.6484375, 31324.49609375, 33387.3359375, 31320.578125, 33381.90625, 31315.48046875, 33377.58203125, 31315.48046875, 33377.58203125, 31305.6953125, 33367.421875, 31282.310546875, 33358.3203125, 31263.5078125, 33358.2578125
PGCC	, 31406.57421875, 33885.39453125, 31392.453125, 33890.5546875, 31380.076171875, 33902.9296875, 31370.9765625, 33928.5234375, 31370.876953125, 33931.0703125, 31370.876953125, 33931.0703125, 31369.802734375, 33938.71875, 31370.669921875, 33945.609375, 31373.12890625, 33951.859375, 31376.962890625, 33957.25390625, 31381.955078125, 33961.578125, 31381.955078125, 33961.578125, 31381.95703125, 33961.578125, 31381.9609375, 33961.578125, 31381.9609375, 33961.578125, 31386.638671875, 33964.1171875, 31391.80859375, 33965.72265625, 31391.80859375, 33965.72265625, 31391.814453125, 33965.7265625, 31391.8203125, 33965.7265625, 31391.8203125, 33965.7265625, 31397.369140625, 33966.28515625, 31402.169921875, 33965.8671875, 31406.69921875, 33964.6640625, 31410.888671875, 33962.74609375, 31414.6640625, 33960.18359375, 31414.6640625, 33960.18359375, 31414.66796875, 33960.18359375, 31414.669921875, 33960.1796875, 31414.669921875, 33960.1796875, 31418.966796875, 33955.84765625, 31422.22265625, 33950.65625, 31422.22265625, 33950.65625, 31427.67578125, 33943.78125, 31442.619140625, 33943.671875, 31459.923828125, 33932.078125, 31464.0703125, 33922.21875, 31463.140625, 33907.703125, 31452.71484375, 33893.96875, 31437.10546875, 33886.140625, 31406.57421875, 33885.39453125
PGCC	, 29412.658203125, 33347.98046875, 29404.462890625, 33349.21875, 29397.248046875, 33352.6875, 29397.248046875, 33352.6875, 29397.24609375, 33352.6875, 29397.244140625, 33352.6875, 29397.244140625, 33352.6875, 29392.251953125, 33357.01171875, 29388.41796875, 33362.40625, 29385.958984375, 33368.65625, 29385.091796875, 33375.546875, 29385.6640625, 33381.16015625, 29387.3046875, 33386.38671875, 29387.3046875, 33386.38671875, 29387.591796875, 33389.23828125, 29398.5625, 33404.76171875, 29411.359375, 33412.98828125, 29435.85546875, 33413.58203125, 29445.712890625, 33409.43359375, 29457.306640625, 33392.12890625, 29456.572265625, 33371.58203125, 29447.4140625, 33358.33984375, 29433.533203125, 33351.2578125, 29421.15234375, 33349.3125, 29421.15234375, 33349.3125, 29412.658203125, 33347.98046875
PGCC	, 58337.6484375, 17966.21875, 58329.015625, 17968.568359375, 58324.109375, 17973.072265625, 58315.4609375, 17989.25, 58309.73828125, 17995.728515625, 58308.30078125, 18001.53515625, 58309.27734375, 18006.376953125, 58315.89453125, 18012.994140625, 58320.734375, 18013.970703125, 58353.56640625, 18013.970703125, 58358.11328125, 18013.11328125, 58385.83984375, 17997.603515625, 58389.546875, 17994.072265625, 58398.203125, 17993.09765625, 58404.8203125, 17986.478515625, 58404.8203125, 17976.796875, 58398.203125, 17970.1796875, 58393.359375, 17969.203125, 58373.484375, 17969.357421875, 58360.53125, 17966.21875, 58350.0859375, 17968.576171875, 58346.625, 17966.859375, 58337.6484375, 17966.21875
PGCC	, 53403.62109375, 23058.009765625, 53382.1953125, 23058.2890625, 53373.6015625, 23063.8046875, 53367.29296875, 23073.732421875, 53366.02734375, 23090.84375, 53367.69921875, 23098.5390625, 53375.89453125, 23109.857421875, 53386.69140625, 23116.98046875, 53396.0859375, 23118.048828125, 53396.0859375, 23118.048828125, 53399.79296875, 23119.291015625, 53403.80078125, 23119.7265625, 53407.53125, 23119.3515625, 53411.0078125, 23118.2734375, 53416.890625, 23114.306640625, 53416.890625, 23114.306640625, 53416.89453125, 23114.3046875, 53416.8984375, 23114.298828125, 53416.8984375, 23114.298828125, 53420.859375, 23108.423828125, 53420.859375, 23108.423828125, 53420.86328125, 23108.41796875, 53420.86328125, 23108.41015625, 53420.86328125, 23108.41015625, 53421.94140625, 23104.9375, 53422.31640625, 23101.2109375, 53422.31640625, 23101.169921875, 53422.31640625, 23101.169921875, 53425.27734375, 23086.3984375, 53420.4765625, 23071.373046875, 53410.9765625, 23061.6171875, 53403.62109375, 23058.009765625
PGCC	, 70062.640625, 32598.494140625, 70041.5625, 32605.400390625, 70034.1171875, 32612.34765625, 70029.3125, 32625.896484375, 70030.03125, 32642.890625, 70034.2890625, 32651.53125, 70041.265625, 32657.38671875, 70054.015625, 32661.7109375, 70071.53125, 32663.666015625, 70091.65625, 32663.267578125, 70102.0625, 32660.216796875, 70107.7109375, 32655.91015625, 70130.9921875, 32647.015625, 70136.78125, 32641.341796875, 70137.6171875, 32638.640625, 70137.6171875, 32638.640625, 70139.5703125, 32634.384765625, 70140.390625, 32629.630859375, 70140.390625, 32629.630859375, 70143.3671875, 32619.970703125, 70141.6953125, 32612.267578125, 70131.6796875, 32601.943359375, 70117.4453125, 32598.494140625, 70062.640625, 32598.494140625
PGCC	, 53132.05078125, 30103.455078125, 53116.421875, 30104.720703125, 53106.49609375, 30111.025390625, 53100.9765625, 30119.619140625, 53102.73046875, 30134.28125, 53109.37890625, 30140.919921875, 53109.37890625, 30140.919921875, 53109.08984375, 30144.189453125, 53109.5859375, 30148.4609375, 53110.99609375, 30152.376953125, 53113.20703125, 30155.828125, 53116.10546875, 30158.69921875, 53116.10546875, 30158.69921875, 53116.10546875, 30158.701171875, 53116.109375, 30158.703125, 53116.109375, 30158.703125, 53122.609375, 30162.021484375, 53122.609375, 30162.021484375, 53125.43359375, 30163.462890625, 53137.97265625, 30165.666015625, 53159.9921875, 30164.2109375, 53169.84765625, 30154.357421875, 53170.8671875, 30129.822265625, 53163.64453125, 30118.53515625, 53147.1484375, 30106.603515625, 53132.05078125, 30103.455078125
