PGCC	, 45094.95703125, 18371.115234375, 45082.16796875, 18372.404296875, 45082.16796875, 18372.404296875, 45082.16796875, 18372.404296875, 45082.16796875, 18372.404296875, 45070.2578125, 18376.1015625, 45059.48046875, 18381.951171875, 45059.48046875, 18381.951171875, 45059.48046875, 18381.951171875, 45059.48046875, 18381.951171875, 45059.48046875, 18381.951171875, 45050.08984375, 18389.69921875, 45042.34375, 18399.087890625, 45036.49609375, 18409.865234375, 45032.796875, 18421.7734375, 45032.796875, 18421.7734375, 45032.796875, 18421.7734375, 45032.796875, 18421.7734375, 45032.796875, 18421.7734375, 45031.5078125, 18434.560546875, 45032.796875, 18447.34765625, 45032.796875, 18447.34765625, 45032.796875, 18447.34765625, 45032.796875, 18447.34765625, 45032.796875, 18447.34765625, 45036.4921875, 18459.255859375, 45042.34375, 18470.033203125, 45050.08984375, 18479.421875, 45059.48046875, 18487.169921875, 45059.48046875, 18487.169921875, 45059.48046875, 18487.171875, 45059.484375, 18487.171875, 45059.484375, 18487.171875, 45070.2578125, 18493.021484375, 45082.16796875, 18496.71875, 45082.16796875, 18496.71875, 45082.16796875, 18496.71875, 45082.16796875, 18496.71875, 45094.95703125, 18498.0078125, 45107.7421875, 18496.71875, 45112.81640625, 18496.71875, 45116.48046875, 18494.263671875, 45116.48046875, 18494.263671875, 45123.63671875, 18491.169921875, 45130.30859375, 18487.25390625, 45136.42578125, 18482.580078125, 45141.92578125, 18477.21484375, 45141.92578125, 18477.21484375, 45152.640625, 18470.03515625, 45162.1875, 18421.7734375, 45151.6484375, 18406.04296875, 45151.6484375, 18406.04296875, 45147.6875, 18399.267578125, 45142.94921875, 18393.060546875, 45142.94921875, 18393.060546875, 45135.50390625, 18381.951171875, 45112.81640625, 18372.404296875, 45107.7421875, 18372.404296875, 45094.95703125, 18371.115234375
PGCC	, 51380.234375, 8058.22900390625, 51374.46484375, 8058.810546875, 51374.46484375, 8058.810546875, 51374.46484375, 8058.810546875, 51374.46484375, 8058.81103515625, 51374.46484375, 8058.81103515625, 51369.09375, 8060.47802734375, 51364.234375, 8063.1162109375, 51364.234375, 8063.1162109375, 51364.23046875, 8063.1171875, 51364.23046875, 8063.1181640625, 51364.23046875, 8063.1181640625, 51359.046875, 8067.607421875, 51355.06640625, 8073.208984375, 51352.515625, 8079.69873046875, 51351.61328125, 8086.85107421875, 51352.1953125, 8092.62255859375, 51352.1953125, 8092.62255859375, 51352.1953125, 8101.77783203125, 51364.23046875, 8119.7431640625, 51386.00390625, 8124.0498046875, 51396.23828125, 8119.7431640625, 51408.2734375, 8101.77783203125, 51408.2734375, 8092.62255859375, 51408.2734375, 8092.62255859375, 51408.85546875, 8086.85107421875, 51407.953125, 8079.69873046875, 51405.40234375, 8073.208984375, 51401.421875, 8067.607421875, 51396.23828125, 8063.1181640625, 51396.23828125, 8063.1181640625, 51396.23828125, 8063.1171875, 51396.23828125, 8063.1171875, 51396.23828125, 8063.1171875, 51388.74609375, 8059.515625, 51380.234375, 8058.22900390625
PGCC	, 51744.30078125, 7561.35693359375, 51738.53125, 7561.9384765625, 51706.4765625, 7561.9384765625, 51696.2421875, 7566.24609375, 51687.078125, 7576.33642578125, 51683.625, 7589.978515625, 51687.078125, 7603.62060546875, 51696.2421875, 7613.7109375, 51706.4765625, 7618.0185546875, 51738.53125, 7618.0185546875, 51744.30078125, 7618.60009765625, 51750.0703125, 7618.0185546875, 51750.0703125, 7618.0185546875, 51750.0703125, 7618.0185546875, 51750.0703125, 7618.0185546875, 51755.44140625, 7616.35107421875, 51760.3046875, 7613.71240234375, 51760.3046875, 7613.71240234375, 51760.3046875, 7613.7119140625, 51760.3046875, 7613.7109375, 51760.3046875, 7613.7109375, 51765.48828125, 7609.22216796875, 51769.46875, 7603.62060546875, 51772.01953125, 7597.13134765625, 51772.921875, 7589.978515625, 51772.01953125, 7582.826171875, 51769.46875, 7576.33642578125, 51765.48828125, 7570.73486328125, 51760.3046875, 7566.24609375, 51760.3046875, 7566.24609375, 51760.3046875, 7566.2451171875, 51760.30078125, 7566.244140625, 51760.30078125, 7566.244140625, 51755.44140625, 7563.60595703125, 51750.0703125, 7561.93896484375, 51750.0703125, 7561.93896484375, 51750.0703125, 7561.9384765625, 51750.0703125, 7561.9384765625, 51744.30078125, 7561.35693359375
PGCC	, 51567.0859375, 11478.4755859375, 51548.6328125, 11478.974609375, 51535.2578125, 11485.5517578125, 51526.171875, 11496.40625, 51515.65234375, 11518.0986328125, 51509.6328125, 11540.8271484375, 51510.30078125, 11572.1923828125, 51515.22265625, 11583.0078125, 51519.796875, 11587.5830078125, 51519.796875, 11587.5830078125, 51525.83984375, 11593.6259765625, 51525.83984375, 11593.6259765625, 51525.83984375, 11593.626953125, 51525.83984375, 11593.6279296875, 51525.83984375, 11593.6279296875, 51530.94140625, 11596.63671875, 51536.65234375, 11598.5458984375, 51536.65234375, 11598.5458984375, 51536.65625, 11598.5478515625, 51536.66015625, 11598.5478515625, 51536.66015625, 11598.5478515625, 51542.8359375, 11599.2158203125, 51548.109375, 11598.73046875, 51553.0625, 11597.333984375, 51553.0625, 11597.333984375, 51573.671875, 11595.8095703125, 51586.671875, 11589.5, 51600.2109375, 11576.140625, 51605.1328125, 11565.3232421875, 51608.09375, 11543.1171875, 51606.9765625, 11509.9833984375, 51601.37890625, 11498.0625, 51581.73828125, 11482.5205078125, 51567.0859375, 11478.4755859375
PGCC	, 51126.1015625, 11429.775390625, 51087.8671875, 11430.4443359375, 51077.05078125, 11435.3662109375, 51061.85546875, 11450.5595703125, 51056.93359375, 11461.376953125, 51056.41796875, 11471.458984375, 51056.41796875, 11471.458984375, 51056.265625, 11474.4248046875, 51057.46875, 11482.66015625, 51060.84375, 11489.9560546875, 51060.84375, 11489.9560546875, 51060.84375, 11489.9609375, 51060.84765625, 11489.96484375, 51060.84765625, 11489.96484375, 51066.046875, 11495.9697265625, 51072.71484375, 11500.3359375, 51072.71484375, 11500.3359375, 51072.71484375, 11500.3369140625, 51082.5859375, 11519.0595703125, 51102.2890625, 11534.03125, 51119.234375, 11537.392578125, 51145.609375, 11536.8115234375, 51163.57421875, 11524.7734375, 51167.8828125, 11514.5390625, 51168.46484375, 11476.71484375, 51161.03125, 11455.7705078125, 51141.6015625, 11434.3310546875, 51126.1015625, 11429.775390625
PGCC	, 52163.3515625, 11507.6259765625, 52158.44921875, 11508.044921875, 52153.81640625, 11509.25390625, 52149.5234375, 11511.1826171875, 52145.640625, 11513.763671875, 52145.640625, 11513.763671875, 52125.52734375, 11510.4970703125, 52115.29296875, 11514.8037109375, 52103.2578125, 11532.76953125, 52104.6328125, 11548.95703125, 52115.73046875, 11567.7607421875, 52129.47265625, 11577.263671875, 52160.375, 11577.9384765625, 52171.19140625, 11573.015625, 52186.3828125, 11557.8212890625, 52191.3046875, 11547.0048828125, 52191.328125, 11542.3115234375, 52191.328125, 11542.3115234375, 52191.97265625, 11536.248046875, 52191.0703125, 11529.095703125, 52188.51953125, 11522.6064453125, 52184.5390625, 11517.0048828125, 52179.35546875, 11512.515625, 52179.35546875, 11512.515625, 52179.35546875, 11512.513671875, 52179.3515625, 11512.51171875, 52179.3515625, 11512.51171875, 52174.4921875, 11509.875, 52169.125, 11508.2080078125, 52169.125, 11508.2080078125, 52169.12109375, 11508.20703125, 52169.1171875, 11508.20703125, 52169.1171875, 11508.20703125, 52163.3515625, 11507.6259765625
PGCC	, 50212.53515625, 12205.1884765625, 50195.3671875, 12205.4892578125, 50186.61328125, 12209.73828125, 50174.4609375, 12220.2421875, 50171.15625, 12227.5048828125, 50172.0234375, 12247.8828125, 50177.95703125, 12257.451171875, 50192.78515625, 12272.033203125, 50204.46875, 12278.7841796875, 50221.4140625, 12279.34765625, 50230.80859375, 12274.623046875, 50237.109375, 12266.212890625, 50241.77734375, 12250.68359375, 50241.77734375, 12250.68359375, 50242.98828125, 12243.9560546875, 50242.45703125, 12239.4580078125, 50240.953125, 12235.33984375, 50240.953125, 12235.33984375, 50236.1640625, 12223.318359375, 50219.79296875, 12208.48828125, 50212.53515625, 12205.1884765625
PGCC	, 50156.09765625, 11987.89453125, 50142.50390625, 11993.525390625, 50137.265625, 12003.2451171875, 50137.625, 12018.6083984375, 50146.11328125, 12034.4873046875, 50156.98828125, 12045.6552734375, 50164.25390625, 12048.9619140625, 50168.89453125, 12048.96875, 50168.89453125, 12048.96875, 50173.015625, 12049.4111328125, 50177.0859375, 12048.9794921875, 50177.0859375, 12048.9794921875, 50177.08984375, 12048.9794921875, 50177.09375, 12048.9775390625, 50177.09375, 12048.9775390625, 50182.60546875, 12046.8505859375, 50187.14453125, 12043.220703125, 50187.14453125, 12043.220703125, 50187.1484375, 12043.2197265625, 50195.87890625, 12041.7490234375, 50206.10546875, 12031.5185546875, 50207.16796875, 12009.1220703125, 50198.27734375, 11996.2666015625, 50174.2890625, 11988.3876953125, 50156.09765625, 11987.89453125
PGCC	, 50121.94921875, 12051.8515625, 50109.93359375, 12051.96484375, 50099.68359375, 12057.0009765625, 50091.75390625, 12065.201171875, 50088.15625, 12075.0537109375, 50088.4921875, 12081.4833984375, 50088.4921875, 12081.4833984375, 50087.66015625, 12087.08984375, 50088.5234375, 12092.8056640625, 50090.9453125, 12097.8369140625, 50094.65625, 12101.9228515625, 50099.40234375, 12104.8017578125, 50099.40234375, 12104.8017578125, 50099.40234375, 12104.802734375, 50099.40234375, 12104.802734375, 50099.40234375, 12104.802734375, 50103.01171875, 12105.9228515625, 50106.88671875, 12106.3134765625, 50111.97265625, 12105.6337890625, 50116.546875, 12103.7138671875, 50120.42578125, 12100.734375, 50123.43359375, 12096.876953125, 50123.43359375, 12096.876953125, 50123.4375, 12096.875, 50123.4375, 12096.8701171875, 50123.4375, 12096.8701171875, 50125.7734375, 12090.685546875, 50125.7734375, 12090.685546875, 50125.77734375, 12090.67578125, 50136.0625, 12078.794921875, 50136.125, 12067.9130859375, 50131.1796875, 12058.2314453125, 50121.94921875, 12051.8515625
PGCC	, 49903.08203125, 11822.19140625, 49893.36328125, 11827.431640625, 49887.734375, 11841.0244140625, 49892.34765625, 11853.521484375, 49893.859375, 11874.65234375, 49897.9765625, 11880.7626953125, 49907.6953125, 11886.0029296875, 49925.70703125, 11884.662109375, 49935.9296875, 11875.21484375, 49937.9765625, 11866.5849609375, 49937.9765625, 11866.5849609375, 49939.4921875, 11862.4541015625, 49940.0234375, 11857.94140625, 49939.34375, 11852.8623046875, 49937.4296875, 11848.2939453125, 49934.45703125, 11844.416015625, 49930.609375, 11841.4072265625, 49930.609375, 11841.4072265625, 49928.4921875, 11834.96875, 49919.90625, 11825.552734375, 49912.64453125, 11822.2490234375, 49903.08203125, 11822.19140625
